"YEAR","WEEK","CATEGORY","BRAND","SKU_NAME","COGS_PER_PIECE"
"2","17","Books","Venus and Sons","Sweet Valley High","38"
"2","17","Books","Heracles Print","Follow Your Heart","13.5"
"2","18","Books","Venus and Sons","Nineteen Eighty-Four","13.5"
"2","18","Books","Heracles Print","The 7 Habits of Highly Effective People","19"
"2","19","Books","Heracles Print","A Message to Garcia","36"
"2","19","Appliances","Savvy Machines","sewing machine","96"
"2","19","Books","Venus and Sons","Dune","23.75"
"2","15","Books","Heracles Print","Long Walk to Freedom","14.25"
"2","15","Appliances","Edison, Tesla & Co","microwave oven","96"
"2","16","Books","Heracles Print","The Hobbit","22.5"
"2","18","Appliances","Kolben, Daněk","convection heater","48"
"2","19","Books","Venus and Sons","The Gospel According to Peanuts","16"
"2","20","Books","Baccus, Apollo & Rosenkatz","The Da Vinci Code","16"
"2","21","Books","Heracles Print","Love Story","9.6"
"2","23","Books","Prometheus Publishing","The Name of the Rose","28.5"
"2","24","Appliances","Edison, Tesla & Co","instant hot water dispenser","500"
"2","21","Books","Venus and Sons","The Secret Diary of Adrian Mole, Aged 13¾","11.4"
"2","23","Appliances","Edison, Tesla & Co","microwave oven","96"
"2","24","Books","Heracles Print","The Hardy Boys","20"
"2","24","Appliances","Edison, Tesla & Co","air ioniser","495"
"2","21","Appliances","Savvy Machines","beehive oven","50"
"2","23","Books","Venus and Sons","The Kite Runner","22.5"
"2","23","Books","Venus and Sons","Thomas the Tank Engine","36"
"2","5","Appliances","Savvy Machines","bread machine","98"
"1","48","Appliances","Edison, Tesla & Co","hair iron","196"
"2","2","Books","Venus and Sons","Jonathan Livingston Seagull","27"
"2","3","Books","Heracles Print","A Song of Ice and Fire","18"
"2","9","Books","Heracles Print","Left Behind","12"
"2","6","Books","Prometheus Publishing","Charlie and the Chocolate Factory","24"
"2","11","Books","Baccus, Apollo & Rosenkatz","Valley of the Dolls","22.5"
"2","11","Appliances","Kolben, Daněk","air conditioner","101"
"2","14","Books","Baccus, Apollo & Rosenkatz","The Bridges of Madison County","9.6"
"2","17","Appliances","Kolben, Daněk","air conditioner","101"
"2","17","Appliances","Kolben, Daněk","pressure fryer","60"
"2","19","Books","Baccus, Apollo & Rosenkatz","The Thorn Birds","10.8"
"2","20","Books","Prometheus Publishing","Lolita","27"
"2","21","Books","Prometheus Publishing","Norwegian Wood","14.25"
"2","24","Books","Prometheus Publishing","Angels & Demons","10.8"
"2","24","Books","Baccus, Apollo & Rosenkatz","Anne of Green Gables","22.5"
"2","13","Books","Heracles Print","The Plague","12"
"2","11","Books","Venus and Sons","The Cat in the Hat","9.6"
"2","13","Books","Prometheus Publishing","Knowledge-value Revolution","22.5"
"2","12","Books","Heracles Print","The Fault in Our Stars","22.5"
"2","13","Books","Prometheus Publishing","Uncle Styopa","36"
"2","13","Appliances","Savvy Machines","beehive oven","50"
"2","17","Books","Prometheus Publishing","The Godfather","16"
"2","17","Appliances","Edison, Tesla & Co","hair iron","196"
"2","17","Appliances","International Kitchen Machines","mousetrap","69.3"
"2","15","Appliances","Savvy Machines","corn roaster","48"
"2","17","Books","Venus and Sons","Thomas the Tank Engine","36"
"2","18","Appliances","Edison, Tesla & Co","butane torch","100"
"2","20","Books","Venus and Sons","Kon-Tiki: Across the Pacific in a Raft","18"
"2","21","Appliances","International Kitchen Machines","deep fryer","100"
"2","22","Books","Heracles Print","The Goal","16"
"2","24","Appliances","Edison, Tesla & Co","rice cooker","99"
"2","22","Appliances","Edison, Tesla & Co","reflector oven","59.4"
"2","23","Books","Prometheus Publishing","Perfume","19"
"2","23","Books","Prometheus Publishing","Jack Reacher","18"
"2","22","Books","Heracles Print","Gone with the Wind","28.5"
"2","22","Appliances","Kolben, Daněk","pressure fryer","60"
"2","23","Books","Prometheus Publishing","And Then There Were None","22.5"
"2","23","Books","Venus and Sons","Harry Potter and the Goblet of Fire","18"
"2","24","Books","Venus and Sons","The Cat in the Hat","9.6"
"2","25","Books","Baccus, Apollo & Rosenkatz","What Color is Your Parachute?","12"
"2","25","Appliances","Savvy Machines","halogen oven","68.6"
"2","25","Appliances","Edison, Tesla & Co","self-cleaning oven","59.4"
"2","26","Books","Prometheus Publishing","The Happy Hooker: My Own Story","20"
"2","26","Books","Venus and Sons","Life of Pi","22.5"
"2","28","Books","Heracles Print","Miffy","23.75"
"2","13","Appliances","Kolben, Daněk","micathermic heater","495"
"2","16","Books","Heracles Print","The 7 Habits of Highly Effective People","19"
"2","17","Books","Venus and Sons","Charlotte's Web","18"
"2","21","Books","Heracles Print","Perry Mason","27"
"2","28","Books","Heracles Print","The Tale of Peter Rabbit","36"
"2","25","Books","Heracles Print","Miffy","23.75"
"2","27","Appliances","Edison, Tesla & Co","popcorn maker","70"
"2","29","Books","Venus and Sons","Santa Evita","36"
"2","16","Appliances","Edison, Tesla & Co","robotic vacuum cleaner","70"
"2","9","Books","Heracles Print","Pride and Prejudice","27"
"2","9","Books","Venus and Sons","Fifty Shades","28.5"
"2","9","Books","Venus and Sons","Pippi Longstocking","18"
"2","9","Appliances","Edison, Tesla & Co","embroidery machine","48"
"2","10","Books","Heracles Print","A Song of Ice and Fire","18"
"2","11","Books","Venus and Sons","A Brief History of Time","16"
"2","11","Appliances","Edison, Tesla & Co","rice polisher","100"
"2","12","Books","Heracles Print","Confucius from the Heart","20"
"2","13","Books","Prometheus Publishing","The Good Soldier Švejk","18"
"2","14","Books","Prometheus Publishing","And Then There Were None","22.5"
"2","14","Books","Prometheus Publishing","Totto-chan, the Little Girl at the Window","18"
"2","14","Appliances","International Kitchen Machines","can opener","500"
"2","11","Books","Venus and Sons","The Eagle Has Landed","22.5"
"2","11","Books","Venus and Sons","Kon-Tiki: Across the Pacific in a Raft","18"
"2","11","Books","Venus and Sons","The Hitchhiker's Guide to the Galaxy","20"
"2","11","Appliances","Edison, Tesla & Co","hair iron","196"
"2","13","Appliances","Kolben, Daněk","home server","102"
"2","14","Books","Venus and Sons","Fear Street","27"
"2","14","Books","Baccus, Apollo & Rosenkatz","The Vampire Chronicles","20"
"2","12","Books","Venus and Sons","Berenstain Bears","19"
"2","12","Books","Heracles Print","The Purpose Driven Life","38"
"2","13","Appliances","Edison, Tesla & Co","aroma lamp","192"
"2","14","Appliances","Edison, Tesla & Co","rotisserie","510"
"2","10","Books","Venus and Sons","Flowers in the Attic","22.5"
"2","10","Books","Heracles Print","Noddy","20"
"2","10","Books","Heracles Print","Left Behind","12"
"2","12","Books","Heracles Print","Pride and Prejudice","27"
"2","12","Books","Heracles Print","Fear of Flying","36"
"2","12","Appliances","International Kitchen Machines","HVAC","100"
"2","13","Books","Prometheus Publishing","The Young Guard","11.4"
"2","14","Books","Venus and Sons","Dune","23.75"
"2","15","Books","Prometheus Publishing","Little House on the Prairie","12"
"2","15","Books","Heracles Print","Pride and Prejudice","27"
"2","18","Books","Prometheus Publishing","The Catcher in the Rye","14.25"
"2","19","Books","Venus and Sons","Catch-22","16"
"2","19","Books","Heracles Print","Pride and Prejudice","27"
"2","15","Books","Venus and Sons","Fear Street","27"
"2","19","Books","Heracles Print","Love You Forever","10.8"
"2","19","Appliances","Savvy Machines","electric cooker","60"
"2","19","Appliances","Edison, Tesla & Co","embroidery machine","48"
"2","15","Books","Venus and Sons","The Cat in the Hat","9.6"
"2","16","Books","Venus and Sons","The Secret Diary of Adrian Mole, Aged 13¾","11.4"
"2","15","Appliances","International Kitchen Machines","earth oven","200"
"2","15","Appliances","International Kitchen Machines","mousetrap","69.3"
"2","16","Books","Venus and Sons","The Shadow of the Wind","20"
"2","16","Books","Heracles Print","Follow Your Heart","13.5"
"2","18","Books","Heracles Print","Confucius from the Heart","20"
"2","19","Books","Venus and Sons","Thomas the Tank Engine","36"
"2","19","Appliances","Edison, Tesla & Co","reflector oven","59.4"
"2","19","Appliances","International Kitchen Machines","mousetrap","69.3"
"2","23","Books","Prometheus Publishing","The Hunger Games","36"
"2","24","Books","Heracles Print","A Song of Ice and Fire","18"
"2","21","Books","Heracles Print","Winnie-the-Pooh","18"
"2","21","Appliances","Savvy Machines","bread machine","98"
"2","23","Books","Prometheus Publishing","Men Are from Mars, Women Are from Venus","38"
"2","23","Appliances","Edison, Tesla & Co","instant hot water dispenser","500"
"2","24","Books","Venus and Sons","Pippi Longstocking","18"
"2","20","Books","Heracles Print","The Power of Positive Thinking","16"
"2","21","Books","Venus and Sons","Flowers in the Attic","22.5"
"2","21","Books","Venus and Sons","The Total Woman","16"
"2","21","Appliances","Savvy Machines","hair dryer","510"
"2","23","Books","Venus and Sons","Millennium","19"
"2","20","Books","Venus and Sons","The Little Prince","27"
"2","22","Books","Venus and Sons","Pippi Longstocking","18"
"2","22","Books","Heracles Print","The Purpose Driven Life","38"
"2","22","Books","Heracles Print","The Help","20"
"2","23","Books","Prometheus Publishing","The Shack","11.4"
"2","23","Books","Heracles Print","The Fault in Our Stars","22.5"
"2","25","Books","Heracles Print","The Bobbsey Twins","16"
"2","14","Books","Heracles Print","The Bobbsey Twins","16"
"2","18","Books","Prometheus Publishing","The Happy Hooker: My Own Story","20"
"2","18","Books","Prometheus Publishing","Lolita","27"
"2","23","Books","Heracles Print","Pride and Prejudice","27"
"2","27","Books","Heracles Print","The Purpose Driven Life","38"
"2","28","Books","Venus and Sons","Discworld","14.25"
"2","28","Appliances","Kolben, Daněk","internet refrigerator","196"
"2","28","Appliances","International Kitchen Machines","attic fan","202"
"2","25","Books","Baccus, Apollo & Rosenkatz","The Chronicles of Narnia","16"
"2","25","Appliances","Savvy Machines","kimchi refrigerator","500"
"2","26","Books","Heracles Print","Gone with the Wind","28.5"
"2","6","Books","Heracles Print","The Lovely Bones","19"
"2","5","Books","Heracles Print","Alex Cross","10.8"
"2","6","Books","Heracles Print","Black Beauty","11.4"
"2","6","Appliances","Edison, Tesla & Co","rice polisher","100"
"2","7","Appliances","Edison, Tesla & Co","garbage disposal unit","70.7"
"2","11","Books","Venus and Sons","Gone Girl","18"
"2","13","Appliances","International Kitchen Machines","attic fan","202"
"2","15","Books","Prometheus Publishing","The Naked Ape","12"
"2","11","Books","Heracles Print","A Message to Garcia","36"
"2","12","Books","Heracles Print","A Song of Ice and Fire","18"
"2","13","Appliances","Edison, Tesla & Co","electric water boiler","70"
"2","14","Appliances","Edison, Tesla & Co","aroma lamp","192"
"2","15","Books","Prometheus Publishing","What to Expect When You're Expecting","32"
"2","13","Books","Prometheus Publishing","The Lion, the Witch and the Wardrobe","13.5"
"2","13","Appliances","Savvy Machines","barbecue","99"
"2","14","Books","Venus and Sons","Pippi Longstocking","18"
"2","14","Books","Heracles Print","Harry Potter and the Half-Blood Prince","22.5"
"2","14","Books","Heracles Print","Long Walk to Freedom","14.25"
"2","14","Appliances","Edison, Tesla & Co","popcorn maker","70"
"2","15","Appliances","Savvy Machines","energy regulator","70"
"2","16","Books","Heracles Print","Perry Mason","27"
"2","18","Books","Prometheus Publishing","War and Peace","14.25"
"2","18","Appliances","Kolben, Daněk","fire pot","480"
"2","16","Books","Venus and Sons","Charlotte's Web","18"
"2","18","Books","Prometheus Publishing","Watership Down","10.8"
"2","15","Books","Venus and Sons","Gone Girl","18"
"2","18","Books","Heracles Print","Fear of Flying","36"
"2","18","Books","Heracles Print","A Song of Ice and Fire","18"
"2","18","Appliances","International Kitchen Machines","can opener","500"
"2","15","Books","Venus and Sons","The Celestine Prophecy","38"
"2","15","Books","Venus and Sons","Millennium","19"
"2","16","Books","Venus and Sons","The Gruffalo","19"
"2","17","Books","Heracles Print","God's Little Acre","10.8"
"2","18","Books","Prometheus Publishing","The Naked Ape","12"
"2","18","Books","Prometheus Publishing","The Outsiders","19"
"2","20","Books","Heracles Print","The Hobbit","22.5"
"2","23","Books","Venus and Sons","Man's Search for Meaning","27"
"2","21","Books","Baccus, Apollo & Rosenkatz","The Baby-sitters Club","18"
"2","21","Appliances","International Kitchen Machines","flattop grill","50"
"2","23","Appliances","Kolben, Daněk","clothes dryer","61.2"
"2","20","Books","Venus and Sons","Jonathan Livingston Seagull","27"
"2","22","Books","Venus and Sons","Harry Potter and the Deathly Hallows","16"
"2","23","Books","Prometheus Publishing","Nancy Drew","22.5"
"2","23","Appliances","International Kitchen Machines","earth oven","200"
"2","20","Books","Heracles Print","The Lord of the Rings","23.75"
"2","21","Appliances","Savvy Machines","fireplace toaster","70"
"2","21","Appliances","Edison, Tesla & Co","garbage disposal unit","70.7"
"2","23","Books","Venus and Sons","Sweet Valley High","38"
"2","23","Appliances","International Kitchen Machines","food steamer","500"
"2","25","Books","Heracles Print","A Message to Garcia","36"
"2","25","Appliances","Edison, Tesla & Co","reflector oven","59.4"
"2","7","Books","Venus and Sons","Catch-22","16"
"2","23","Appliances","Kolben, Daněk","refrigerator","69.3"
"2","20","Appliances","Edison, Tesla & Co","field kitchen","60"
"2","26","Books","Heracles Print","The Goal","16"
"2","8","Books","Heracles Print","Love Story","9.6"
"2","8","Books","Prometheus Publishing","Dirk Pitt","32"
"2","7","Books","Venus and Sons","Fifty Shades","28.5"
"2","8","Books","Venus and Sons","The Old Man and the Sea","19"
"2","6","Books","Heracles Print","Pride and Prejudice","27"
"2","10","Appliances","International Kitchen Machines","kitchener range","495"
"2","13","Books","Prometheus Publishing","Lolita","27"
"2","13","Books","Prometheus Publishing","Animal Farm","24"
"2","13","Books","Heracles Print","The Goal","16"
"2","13","Appliances","Kolben, Daněk","convection oven","100"
"2","14","Books","Prometheus Publishing","Animal Farm","24"
"2","11","Books","Venus and Sons","Sweet Valley High","38"
"2","12","Books","Venus and Sons","Jonathan Livingston Seagull","27"
"2","12","Books","Heracles Print","The Goal","16"
"2","14","Appliances","Edison, Tesla & Co","embroidery machine","48"
"2","13","Books","Venus and Sons","The Hitchhiker's Guide to the Galaxy","20"
"2","14","Books","Prometheus Publishing","The Happy Hooker: My Own Story","20"
"2","11","Books","Venus and Sons","The Celestine Prophecy","38"
"2","12","Books","Prometheus Publishing","Dirk Pitt","32"
"2","14","Books","Prometheus Publishing","The Hunger Games","36"
"2","15","Books","Heracles Print","Winnie-the-Pooh","18"
"2","16","Books","Venus and Sons","Harry Potter and the Deathly Hallows","16"
"2","16","Appliances","International Kitchen Machines","crepe maker","60"
"2","17","Books","Baccus, Apollo & Rosenkatz","Anne of Green Gables","22.5"
"2","17","Books","Heracles Print","Noddy","20"
"2","18","Books","Prometheus Publishing","The Front Runner","16"
"2","18","Books","Prometheus Publishing","Harry Potter","9.6"
"2","18","Books","Venus and Sons","Catch-22","16"
"2","15","Books","Venus and Sons","The Gruffalo","19"
"2","16","Appliances","Kolben, Daněk","convection oven","100"
"2","18","Appliances","Edison, Tesla & Co","air fryer","99"
"2","18","Appliances","International Kitchen Machines","icebox","102"
"2","15","Books","Heracles Print","The Common Sense Book of Baby and Child Care","11.4"
"2","16","Books","Venus and Sons","Kon-Tiki: Across the Pacific in a Raft","18"
"2","18","Books","Prometheus Publishing","Tuesdays with Morrie","16"
"2","18","Appliances","Edison, Tesla & Co","set-n-forget cooker","60"
"2","19","Books","Heracles Print","The Lord of the Rings","23.75"
"2","19","Books","Heracles Print","Magic Tree House","32"
"2","16","Books","Venus and Sons","The Gospel According to Peanuts","16"
"2","20","Books","Venus and Sons","Gone Girl","18"
"2","20","Books","Venus and Sons","OSS 117","22.5"
"2","20","Appliances","International Kitchen Machines","icebox","102"
"2","22","Appliances","International Kitchen Machines","coffeemaker","495"
"2","20","Books","Venus and Sons","The Shadow of the Wind","20"
"2","20","Books","Venus and Sons","Wild Swans","22.5"
"2","21","Books","Venus and Sons","The Cat in the Hat","9.6"
"2","22","Appliances","Savvy Machines","energy regulator","70"
"2","24","Books","Venus and Sons","Catching Fire","12"
"2","20","Books","Baccus, Apollo & Rosenkatz","Harry Potter and the Chamber of Secrets","18"
"2","15","Books","Prometheus Publishing","Knowledge-value Revolution","22.5"
"2","18","Appliances","Kolben, Daněk","refrigerator","69.3"
"2","26","Books","Venus and Sons","Millennium","19"
"2","14","Books","Prometheus Publishing","Robert Langdon","22.5"
"2","18","Appliances","Kolben, Daněk","flame supervision device","96"
"2","21","Books","Baccus, Apollo & Rosenkatz","The Neverending Story","22.5"
"2","14","Books","Venus and Sons","The Eagle Has Landed","22.5"
"2","21","Books","Venus and Sons","Gone Girl","18"
"2","20","Books","Heracles Print","Alex Cross","10.8"
"2","21","Appliances","Savvy Machines","convection microwave","49"
"2","16","Appliances","International Kitchen Machines","food steamer","500"
"2","17","Appliances","Savvy Machines","bread machine","98"
"2","15","Books","Prometheus Publishing","Frank Merriwell","36"
"2","24","Books","Venus and Sons","The Old Man and the Sea","19"
"2","6","Books","Heracles Print","A Song of Ice and Fire","18"
"2","22","Appliances","Savvy Machines","beverage opener","101"
"2","23","Books","Prometheus Publishing","Knowledge-value Revolution","22.5"
"2","23","Appliances","Edison, Tesla & Co","pneumatic vacuum","57.6"
"2","24","Books","Heracles Print","Love Story","9.6"
"2","20","Books","Venus and Sons","Fifty Shades","28.5"
"2","20","Books","Heracles Print","The Tale of Peter Rabbit","36"
"2","20","Appliances","Kolben, Daněk","micathermic heater","495"
"2","21","Books","Venus and Sons","Jonathan Livingston Seagull","27"
"2","22","Appliances","Edison, Tesla & Co","bachelor griller","200"
"2","23","Books","Prometheus Publishing","The Wheel of Time","32"
"2","24","Books","Venus and Sons","Interpreter of Maladies","13.5"
"2","24","Books","Venus and Sons","The Joy of Sex","9.6"
"2","24","Books","Heracles Print","Long Walk to Freedom","14.25"
"2","26","Books","Heracles Print","The 7 Habits of Highly Effective People","19"
"2","14","Books","Heracles Print","Goosebumps","13.5"
"2","16","Books","Heracles Print","The Hardy Boys","20"
"2","15","Books","Prometheus Publishing","The Catcher in the Rye","14.25"
"2","15","Books","Prometheus Publishing","The Revolt of Mamie Stover","16"
"2","15","Books","Prometheus Publishing","The Young Guard","11.4"
"2","15","Books","Prometheus Publishing","The Godfather","16"
"2","15","Appliances","Savvy Machines","electric cooker","60"
"2","18","Books","Prometheus Publishing","L'Étranger (The Stranger (Camus novel))","16"
"2","19","Appliances","Savvy Machines","bread machine","98"
"2","20","Books","Baccus, Apollo & Rosenkatz","The Hunger Games","19"
"2","21","Books","Baccus, Apollo & Rosenkatz","Eye of the Needle","36"
"2","23","Books","Prometheus Publishing","Kane and Abel","18"
"2","23","Books","Prometheus Publishing","The Godfather","16"
"2","23","Books","Prometheus Publishing","The Front Runner","16"
"2","25","Books","Baccus, Apollo & Rosenkatz","Shōgun","20"
"2","27","Books","Prometheus Publishing","Charlie and the Chocolate Factory","24"
"2","27","Books","Prometheus Publishing","The Poky Little Puppy","16"
"2","27","Books","Prometheus Publishing","The Pillars of the Earth","18"
"2","27","Books","Prometheus Publishing","Tuesdays with Morrie","16"
"2","27","Books","Prometheus Publishing","Peyton Place","22.5"
"2","27","Books","Prometheus Publishing","No Longer Human","18"
"2","27","Books","Prometheus Publishing","Problems in China's Socialist Economy","18"
"2","28","Books","Prometheus Publishing","You Can Heal Your Life","20"
"2","28","Books","Prometheus Publishing","The Godfather","16"
"2","28","Books","Prometheus Publishing","The Naked Ape","12"
"2","28","Books","Prometheus Publishing","Totto-chan, the Little Girl at the Window","18"
"2","28","Books","Prometheus Publishing","Problems in China's Socialist Economy","18"
"2","28","Books","Prometheus Publishing","Dirk Pitt","32"
"2","28","Appliances","Kolben, Daněk","air conditioner","101"
"2","28","Appliances","Kolben, Daněk","micathermic heater","495"
"2","29","Appliances","Kolben, Daněk","home server","102"
"2","30","Books","Prometheus Publishing","Harry Potter and the Prisoner of Azkaban","9.6"
"2","30","Books","Prometheus Publishing","War and Peace","14.25"
"2","30","Books","Prometheus Publishing","Jack Reacher","18"
"2","30","Appliances","Kolben, Daněk","convection heater","48"
"2","30","Appliances","Kolben, Daněk","sandwich toaster","50"
"2","31","Books","Prometheus Publishing","The Lion, the Witch and the Wardrobe","13.5"
"2","31","Books","Prometheus Publishing","The Name of the Rose","28.5"
"2","31","Books","Prometheus Publishing","Kane and Abel","18"
"2","31","Books","Prometheus Publishing","Virgin Soil Upturned","20"
"2","31","Books","Prometheus Publishing","The Front Runner","16"
"2","31","Books","Baccus, Apollo & Rosenkatz","Dream of the Red Chamber","18"
"2","31","Books","Baccus, Apollo & Rosenkatz","The Thorn Birds","10.8"
"2","31","Books","Baccus, Apollo & Rosenkatz","Peter Rabbit","22.5"
"2","31","Appliances","Kolben, Daněk","clothes dryer","61.2"
"2","31","Appliances","Kolben, Daněk","convection oven","100"
"2","32","Books","Prometheus Publishing","Kane and Abel","18"
"2","32","Books","Prometheus Publishing","How to Win Friends and Influence People","18"
"2","32","Books","Prometheus Publishing","Nancy Drew","22.5"
"2","32","Books","Prometheus Publishing","The Wheel of Time","32"
"2","32","Books","Baccus, Apollo & Rosenkatz","Heidi's Years of Learning and Travel","23.75"
"2","32","Books","Baccus, Apollo & Rosenkatz","The Girl on the Train","18"
"2","32","Books","Baccus, Apollo & Rosenkatz","The Dukan Diet","18"
"2","32","Books","Baccus, Apollo & Rosenkatz","Twilight","18"
"2","32","Books","Baccus, Apollo & Rosenkatz","The Magic School Bus","20"
"2","34","Books","Baccus, Apollo & Rosenkatz","The Alchemist","12"
"2","34","Books","Baccus, Apollo & Rosenkatz","Wolf Totem","11.4"
"2","34","Books","Baccus, Apollo & Rosenkatz","Musashi","11.4"
"2","34","Appliances","Savvy Machines","energy regulator","70"
"2","34","Appliances","Kolben, Daněk","dehumidifier","200"
"2","34","Appliances","Kolben, Daněk","refrigerator","69.3"
"2","35","Appliances","Kolben, Daněk","patio heater","59.4"
"2","35","Appliances","Kolben, Daněk","pressure fryer","60"
"2","36","Books","Baccus, Apollo & Rosenkatz","The Ginger Man","36"
"2","36","Books","Baccus, Apollo & Rosenkatz","Diary of a Wimpy Kid","19"
"2","36","Books","Baccus, Apollo & Rosenkatz","Peter Rabbit","22.5"
"2","36","Books","Baccus, Apollo & Rosenkatz","Martine","14.25"
"2","37","Books","Prometheus Publishing","Little Critter","14.25"
"2","37","Books","Baccus, Apollo & Rosenkatz","Heidi's Years of Learning and Travel","23.75"
"2","37","Books","Baccus, Apollo & Rosenkatz","Mr. Men","14.25"
"2","37","Appliances","Savvy Machines","barbecue","99"
"2","37","Appliances","Savvy Machines","beverage opener","101"
"2","38","Books","Baccus, Apollo & Rosenkatz","Harry Potter and the Chamber of Secrets","18"
"2","38","Books","Baccus, Apollo & Rosenkatz","The Chronicles of Narnia","16"
"2","38","Books","Baccus, Apollo & Rosenkatz","A Series of Unfortunate Events","19"
"2","38","Appliances","Savvy Machines","dishwasher","48"
"2","39","Appliances","Kolben, Daněk","convection heater","48"
"2","40","Books","Prometheus Publishing","And Then There Were None","22.5"
"2","40","Books","Prometheus Publishing","Harry Potter and the Prisoner of Azkaban","9.6"
"2","40","Books","Prometheus Publishing","Where the Wild Things Are","32"
"2","40","Books","Baccus, Apollo & Rosenkatz","Vardi Wala Gunda","20"
"2","41","Appliances","Kolben, Daněk","dehumidifier","200"
"2","43","Books","Baccus, Apollo & Rosenkatz","The Girl on the Train","18"
"2","43","Appliances","Savvy Machines","dishwasher","48"
"2","43","Appliances","Savvy Machines","panini sandwich grill","100"
"2","35","Books","Prometheus Publishing","The Girl with the Dragon Tattoo","27"
"2","35","Books","Prometheus Publishing","What to Expect When You're Expecting","32"
"2","35","Books","Prometheus Publishing","The Pillars of the Earth","18"
"2","35","Books","Prometheus Publishing","A Wrinkle in Time","18"
"2","36","Books","Prometheus Publishing","The Adventures of Pinocchio","18"
"2","36","Books","Prometheus Publishing","War and Peace","14.25"
"2","36","Books","Prometheus Publishing","The Happy Hooker: My Own Story","20"
"2","36","Books","Prometheus Publishing","Peyton Place","22.5"
"2","36","Books","Prometheus Publishing","The Front Runner","16"
"2","36","Books","Prometheus Publishing","Little House on the Prairie","12"
"2","45","Books","Prometheus Publishing","The Lost Symbol","19"
"2","45","Books","Prometheus Publishing","The Shack","11.4"
"2","45","Books","Prometheus Publishing","The Pillars of the Earth","18"
"2","45","Books","Prometheus Publishing","Diana: Her True Story","11.4"
"2","45","Books","Prometheus Publishing","Robert Langdon","22.5"
"2","45","Books","Prometheus Publishing","Dirk Pitt","32"
"2","45","Books","Baccus, Apollo & Rosenkatz","The Da Vinci Code","16"
"2","45","Books","Baccus, Apollo & Rosenkatz","Diary of a Wimpy Kid","19"
"2","45","Books","Baccus, Apollo & Rosenkatz","The Magic School Bus","20"
"1","41","Books","Heracles Print","Fear of Flying","36"
"2","5","Appliances","International Kitchen Machines","food steamer","500"
"2","9","Books","Heracles Print","The Hardy Boys","20"
"2","13","Books","Heracles Print","A Message to Garcia","36"
"2","13","Books","Heracles Print","Long Walk to Freedom","14.25"
"2","13","Books","Heracles Print","Perry Mason","27"
"2","33","Books","Prometheus Publishing","Charlie and the Chocolate Factory","24"
"2","35","Appliances","Savvy Machines","hair dryer","510"
"2","37","Books","Prometheus Publishing","The Lost Symbol","19"
"2","36","Books","Prometheus Publishing","The Outsiders","19"
"2","40","Appliances","Kolben, Daněk","hot plate","505"
"2","45","Books","Prometheus Publishing","Harry Potter and the Order of the Phoenix","38"
"2","45","Appliances","Kolben, Daněk","kettle","200"
"2","16","Appliances","International Kitchen Machines","coffeemaker","495"
"2","43","Books","Baccus, Apollo & Rosenkatz","The Neverending Story","22.5"
"2","20","Books","Venus and Sons","Dune","23.75"
"2","28","Books","Prometheus Publishing","The Lion, the Witch and the Wardrobe","13.5"
"2","29","Books","Venus and Sons","Where's Wally?","27"
"2","25","Books","Heracles Print","A Song of Ice and Fire","18"
"2","25","Appliances","Savvy Machines","hair dryer","510"
"2","27","Appliances","Edison, Tesla & Co","combo washer dryer","102"
"2","28","Books","Prometheus Publishing","Harry Potter","9.6"
"2","29","Appliances","Savvy Machines","energy regulator","70"
"2","25","Books","Baccus, Apollo & Rosenkatz","The Exorcist","24"
"2","26","Books","Venus and Sons","The Hitchhiker's Guide to the Galaxy","20"
"2","27","Books","Venus and Sons","The Old Man and the Sea","19"
"2","30","Books","Prometheus Publishing","Where the Wild Things Are","32"
"2","30","Books","Baccus, Apollo & Rosenkatz","Wolf Totem","11.4"
"2","31","Books","Heracles Print","Captain Underpants","18"
"2","32","Appliances","Edison, Tesla & Co","rice cooker","99"
"2","33","Books","Prometheus Publishing","Kane and Abel","18"
"2","33","Books","Heracles Print","The Goal","16"
"2","33","Appliances","Edison, Tesla & Co","reflector oven","59.4"
"2","30","Books","Prometheus Publishing","Totto-chan, the Little Girl at the Window","18"
"2","30","Books","Venus and Sons","Millennium","19"
"2","30","Appliances","International Kitchen Machines","deep fryer","100"
"2","31","Books","Prometheus Publishing","Diana: Her True Story","11.4"
"2","31","Books","Venus and Sons","The Kite Runner","22.5"
"2","32","Books","Prometheus Publishing","The Revolt of Mamie Stover","16"
"2","32","Books","Venus and Sons","Interpreter of Maladies","13.5"
"2","32","Books","Venus and Sons","Thomas the Tank Engine","36"
"2","32","Books","Baccus, Apollo & Rosenkatz","Geronimo Stilton","24"
"2","32","Books","Baccus, Apollo & Rosenkatz","The Vampire Chronicles","20"
"2","32","Books","Heracles Print","The Plague","12"
"2","32","Appliances","Edison, Tesla & Co","hair iron","196"
"2","32","Appliances","Kolben, Daněk","flame supervision device","96"
"2","33","Books","Venus and Sons","The Eagle Has Landed","22.5"
"2","34","Books","Venus and Sons","Jonathan Livingston Seagull","27"
"2","34","Books","Baccus, Apollo & Rosenkatz","Mockingjay","23.75"
"2","34","Books","Heracles Print","Pride and Prejudice","27"
"2","30","Books","Venus and Sons","Flowers in the Attic","22.5"
"2","30","Books","Heracles Print","Winnie-the-Pooh","18"
"2","31","Books","Venus and Sons","Harry Potter and the Deathly Hallows","16"
"2","31","Books","Heracles Print","The Plague","12"
"2","31","Appliances","Savvy Machines","energy regulator","70"
